學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數（D）全校境外(新生)學生實際註冊人數(D)(107學年度新增),當學年度全校新生註冊率,全校招生特色說明
106,公立,一般大學,0037,國立臺北教育大學,1611,6,1557,...,97.01,國立臺北教育大學創校迄今已逾120年，校史悠久。學校定位為精緻既有國小、幼兒、特教師資培育之優勢。開拓教育文化產業，發展教育研究、藝文設計、數位科技、文化創意、華語文教學為特色品牌的優質、創新、具競爭力之精緻大學。
106,公立,一般大學,0039,國立臺中教育大學,1360,1,1298,...,95.51,國立臺中教育大學創始於1899年，已有116年歷史，更是一所培養社會多元人才的學校。本校現有「教育學院」、「人文學院」、「理學院」及「管理學院」，學生人數約5千餘名，涵括大學部、碩士班及博士班，是一所兼具文理特色、教育研究與師資培育功能，以及促進產業創新發展之管理人才培育之精緻大學。目前學校定位為「以師資培育為根本，以新興專業為特色」，以建設為一所兼具師資培育與專業特色領域雙軌並行之文理型大學，同時是一所「師資培育」及「專門人才培育」雙軌發展的新型態大學。  本校以博雅教育方式孕育具有專業知能的全人，是以培育優質學生為主的教學型大學。爰此，以「精緻、創意、新視野」的理念，強調以學生為主體的文理教養貫通教學，孕育具有批判思考的博雅專業人，以「中教大因學生而卓越，學生亦因中教大而卓越」自我期許，邁向以教育為本之「地區第一、國內一流、國際知名」的卓越文理型大學。
106,公立,技專校院,0042,國立澎湖科技大學,807,0,704,...,87.24,本校以澎湖地區海洋島嶼資源與觀光休閒特色以及學校師資與既有資源的客觀環境，建構出以「教學為主、研究為輔的教學型科技大學」、「重視實務教學、落實職業生涯準備教育之科技大學」、「重點發展地區特色的社區型科技大學」及「小而美的精緻型科技大學」為學校定位。再根據此定位，本校以水產養殖、觀光休閒與綠色能源為學校中長程發展主軸，整合校內外師資與資源，制定「強化教學與實務之聯結進學生畢業後之就業競爭」、「配合澎湖離島的在地產業特性，積極推動綠能、水產養殖與觀光休閒遊憩之相關研發與產學計畫」、「強調培育實務與理論並重、人文與科技相融的教育」、「結合社區發展資源，協助地方產業、經濟與文化之提昇」、「推動產學合作、技術服務，導入更多外來資源以增加校務基金經費，深耕現有教學與研發。
106,公立,技專校院,0043,國立勤益科技大學,3118,3,2793,...,89.66,一、本校學制包括：日間部(博士班、碩士班、產業碩士專班、四技、二技)、進修推廣部(碩士在職專班、四技、二技)及進修學院(二技、二專)。本校設置有工程、電資、管理、人文創意、通識教育等5個學院，系所包括：機械工程系、化工與材料工程系、冷凍空調與能源系(環境控制組、能源應用組)、電機工程系、電子工程系(綠能晶片與系統應用組、網路多媒體暨遊戲機組、智慧電子產品設計組)、資訊工程系、工業工程與管理系、企業管理系、資訊管理系、流通管理系、休閒產業管理系、文化創意事業系、景觀系、應用英語系等。二、本校以「工具機與綠能科技產業」為體，工程電資為用，管理人文為本之跨領域整合，結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，讓學生能學習到產業即時的技術與知識，從就學、實習、就業，與產業界間順利地無縫接軌。
106,公立,一般大學,0044,國立體育大學,638,0,606,...,94.98,本校宗旨是培養為學以精、待人以誠、生活以樸、運動以毅之專業人才為宗旨。定位為以運動競技與健康休閒為導向之體育專業大學。願景成為運動競技與健康休閒領域卓越標竿之世界一流大學。教育目標是培育具備優質教學與研究能力（Excellence）、愛與關懷（Love）、國際視野（International scope）、競技頂尖（Top）及領導效能（Effectiveness）的ELITE體育運動人才。學校重點特色為:1.創造優質化校園：結合高等教育學術、競技科研基地、奧林匹克校園，三位一體。2.形塑卓越教學環境：建構優質教學環境、提升教學與訓練品質，及增進學生職涯潛能之教學卓越環境。3.邁向國際化大學：強化個人領先到社群領導、領域競爭到跨域合作以及臺灣第一到國際知名的社群化、科際化與國際化的體育大學。
106,公立,技專校院,0046,國立臺北護理健康大學,1495,6,1442,...,96.84,1.本校結合創新實務與健康照護之專業特色，強調「學校整體」、「人才培育」、「教學績效」等概念及實踐，並配合技職教育課程的推展及延續產業協同教學的特色，清楚定位各學制的目標及規劃，以培育健康照護的專業人才。2.本校積極建構從出生到死亡的健康照護模式，並在現有的醫護專業基礎上，發展優質教學環境、推動教學品質管理、拓展國際合作、以及強化全人教育之學習環境。3.本校擁有完善的教學環境體制，為醫護技職專校學生更深入研修的第一志願，學制包含四技、二技、碩士在職專班、碩士與博士班。4.本校擁有優秀專業師資，具博士級以上教師佔教師人數84%，並多具有豐富之臨床實務教學經驗。5.本校擁有友善、親和、安全與適性特質的校園環境，近年來陸續設置「體適能中心、水療教育示範教學中心、茶藝軒、癒花園、臨床技能中心OSCE、生、老、病之主題花園」等設施，期使學生優遊涵泳於優質且安全的校園環境中快樂學習。
106,公立,技專校院,0047,國立高雄餐旅大學,1227,2,1136,...,92.73,「人文化、專業化、企業化、國際化」治校理念，為全國唯一專精培育餐旅精英的搖籃。擁有優秀餐旅師資、落實產學共構課程、畢業前海外參訪、拓展視野養成國際觀，也積極與國內外知名企業建教合作，並與多國海外學校締結姊妺校，全面接軌國際化。具有完善網絡、勞作教育、新生住校、服儀規定。畢業生競爭力，獲得多次具體肯定，2016年104人力銀行「透視畢業生DNA調查」為全國第10名，並獲高薪特質、樂觀性、社交性等3項冠軍；2015年Cheers雜誌「畢業生2000大企業最愛大學畢業生」為產業最愛技職第13名；2015年遠見雜誌「2015企業最愛研究所調查」為全台大學觀光餐飲休閒科系領域第1名。2016年榮獲「國家圖書館-臺灣最具影響力學術資源」臺灣博碩士論文技專校院組之最佳學術曝光獎、知識分享獎、學術影響力等3項第1名。分為研究所、四技部、學士學位學程、五專部及進修推廣學制等，共有1博3所11系2學程1科。
106,公立,一般大學,0048,國立金門大學,1096,4,963,...,88.19,本校為金門唯一一所國立大學，入學管道多元，學生來自台灣、大陸、香港、澳門、馬來西亞、美國等地，另為追求國際化與生源多樣性及追求跨文化之學習環境，姐妹校遍及大陸、東北亞、東南亞及美國，且為兼顧地方需求與現行多元招生管道趨勢，高中生與高職生招生兼顧。本校此外更善用金門特殊地理位置，廣招台生與陸生，共聚一堂，重視金門固有僑鄉背景，積極廣招東南亞僑生。本校秉持充分運用既有招生名額，均衡院系所規模發展，營造精緻化教學，朝優質化大學邁進。
106,公立,一般大學,0049,國立臺灣體育運動大學,781,1,735,...,94.23,一、本校為全臺首座體育專長學校，自民國50年創立至今，由單一體育科擴展至3個學院、1個研究所、8個碩士班、2個碩士學位學程在職專班、9個學系，朝多元化、以運動軟實力提升國家能見度為目標。二、近年來持續提升訓練環境、延攬優秀師資、課程與產業結合，使學生畢業即就業。三、各學系發展特色：1體育學系：培育體育師資，培養運動產業指導及體育行政人才。2舞蹈學系：首創大學生舞團與職業交響樂團先例。3競技運動學系、球類運動學系、技擊運動學系：以培養各專長優秀運動員與專業運動教練為目標。4休閒運動學系：國內第一所成立休閒運動科系高等學府，提升休閒運動水準並促進休閒產業發達。5運動事業管理學系：學校就是職場，職場就是教室，促進國內運動產業擴增升級。  6運動健康科學學系：以培養運動專業指導、運動傷害防護、運動健康促進人才為目標。7運動資訊與傳播學系：以運動與體育為基礎，結合資訊傳播產業，發展全方數位媒體教育。
106,公立,技專校院,0050,國立臺中科技大學,5006,0,4817,...,96.22,本校以商管起家，設有商、設計、語文、資訊與流通、中護健康等五個學院21系所，類科前瞻務實，發展多樣，滿足學生適才適性需求外，教育目標首重務實致用，配合國家產業發展需求及學校特色，培育含括行銷管理、創意設計、健康樂活、資訊生活、語言文化等領域優秀人才，並能掌握區域優勢，結合周邊資源，兼顧知能、技能及理論與實務兼備，以厚植學生職場之競爭力。另以一院一特色、一系一產業、一師一產學為理念，培養具備智慧服務為基礎之專業複合型人才，強化學生多元競爭力，而在高等教育國際化趨勢下，更致力打造國際化校園環境，招收國際生、加強國際合作，建置多媒體外語學習空間、輔導語言檢定、拓展學生赴海外研修與實習機會、爭取參與國際會議或公益活動機會，以引領其與世界連結，具備跨國、跨文化向世界移動之能力。本校除設有日間部、進修部、進修學院、空中學院外，並分設專科部、大學部、碩士班暨碩士在職專班等多元學制，多軌並進培養人才。
